5 Minutes,Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed
2016-03-20 11:50:00,140,69.5,4,100
2016-03-20 11:55:00,155,69.0,4,100
2016-03-20 12:00:00,168,68.9,4,100
2016-03-20 12:05:00,171,70.1,4,100
2016-03-20 12:10:00,166,70.1,4,100
2016-03-20 12:15:00,186,69.7,4,100
2016-03-20 12:20:00,160,69.8,4,100
2016-03-20 12:25:00,164,69.5,4,100
2016-03-20 12:30:00,165,69.6,4,100
2016-03-20 12:35:00,173,69.7,4,100
2016-03-20 12:40:00,178,69.8,4,100
2016-03-20 12:45:00,187,68.9,4,100
2016-03-20 12:50:00,157,69.2,4,100
2016-03-20 12:55:00,200,69.3,4,100
2016-03-20 13:00:00,156,69.6,4,100
2016-03-20 13:05:00,178,68.6,4,100
2016-03-20 13:10:00,189,69.3,4,100
2016-03-20 13:15:00,181,69.0,4,100
2016-03-20 13:20:00,207,70.2,4,100
2016-03-20 13:25:00,171,70.0,4,100
2016-03-20 13:30:00,193,70.1,4,100
2016-03-20 13:35:00,187,69.6,4,100
2016-03-20 13:40:00,183,70.3,4,100
2016-03-20 13:45:00,201,70.1,4,100
2016-03-20 13:50:00,141,69.5,4,100
2016-03-20 13:55:00,176,69.7,4,100
2016-03-20 14:00:00,182,69.3,4,100
2016-03-20 14:05:00,183,68.9,4,100
2016-03-20 14:10:00,181,69.2,4,100
2016-03-20 14:15:00,198,69.2,4,100
2016-03-20 14:20:00,173,68.8,4,100
2016-03-20 14:25:00,194,69.0,4,100
2016-03-20 14:30:00,187,69.5,4,100
2016-03-20 14:35:00,157,69.3,4,100
2016-03-20 14:40:00,148,69.4,4,100
2016-03-20 14:45:00,195,69.5,4,100
2016-03-20 14:50:00,189,69.7,4,100
2016-03-20 14:55:00,181,70.1,4,100
2016-03-20 15:00:00,190,69.4,4,100
2016-03-20 15:05:00,171,69.5,4,100
2016-03-20 15:10:00,149,70.6,4,100
2016-03-20 15:15:00,138,69.1,4,0
2016-03-20 15:20:00,172,69.2,4,100
2016-03-20 15:25:00,153,70.8,4,100
2016-03-20 15:30:00,190,71.9,4,100
2016-03-20 15:35:00,170,70.5,4,100
2016-03-20 15:40:00,133,70.0,4,100
2016-03-20 15:45:00,184,70.0,4,100
2016-03-20 15:50:00,194,69.7,4,100
2016-03-20 15:55:00,114,69.7,4,100
2016-03-20 16:00:00,175,70.0,4,100
2016-03-20 16:05:00,189,69.0,4,100
2016-03-20 16:10:00,168,69.4,4,100
2016-03-20 16:15:00,150,69.9,4,100
2016-03-20 16:20:00,169,71.2,4,100
2016-03-20 16:25:00,189,70.3,4,100
2016-03-20 16:30:00,221,71.3,4,100
2016-03-20 16:35:00,175,70.5,4,100
2016-03-20 16:40:00,184,69.7,4,100
2016-03-20 16:45:00,230,70.0,4,100
2016-03-20 16:50:00,181,69.5,4,100
2016-03-20 16:55:00,196,69.1,4,100
2016-03-20 17:00:00,170,69.5,4,100
2016-03-20 17:05:00,153,69.9,4,100
2016-03-20 17:10:00,150,70.4,4,100
2016-03-20 17:15:00,162,70.6,4,100
2016-03-20 17:20:00,185,69.7,4,100
2016-03-20 17:25:00,129,70.1,4,100
2016-03-20 17:30:00,140,69.5,4,100
2016-03-20 17:35:00,163,70.6,4,100
2016-03-20 17:40:00,121,70.3,4,100
2016-03-20 17:45:00,144,70.3,4,100
2016-03-20 17:50:00,139,69.8,4,100
2016-03-20 17:55:00,159,70.2,4,100
2016-03-20 18:00:00,145,69.4,4,100
2016-03-20 18:05:00,146,70.8,4,100
2016-03-20 18:10:00,158,71.3,4,100
2016-03-20 18:15:00,126,69.6,4,0
2016-03-20 18:20:00,179,71.8,4,100
2016-03-20 18:25:00,132,70.7,4,100
2016-03-20 18:30:00,124,71.1,4,100
2016-03-20 18:35:00,130,70.4,4,100
2016-03-20 18:40:00,116,70.1,4,100
2016-03-20 18:45:00,150,70.4,4,100
2016-03-20 18:50:00,116,70.6,4,100
2016-03-20 18:55:00,140,71.1,4,100
2016-03-20 19:00:00,115,70.1,4,100
2016-03-20 19:05:00,115,69.7,4,100
2016-03-20 19:10:00,125,69.7,4,100
2016-03-20 19:15:00,120,70.4,4,100
2016-03-20 19:20:00,100,69.8,4,100
2016-03-20 19:25:00,139,70.3,4,100
2016-03-20 19:30:00,88,70.4,4,100
2016-03-20 19:35:00,89,70.1,4,100
2016-03-20 19:40:00,100,69.7,4,100
2016-03-20 19:45:00,90,69.8,4,100
2016-03-20 19:50:00,72,70.0,4,100
2016-03-20 19:55:00,79,69.8,4,0
2016-03-20 20:00:00,87,69.9,4,0
2016-03-20 20:05:00,70,70.3,4,100
2016-03-20 20:10:00,71,69.4,4,100
2016-03-20 20:15:00,79,69.1,4,0
2016-03-20 20:20:00,70,69.0,4,0
2016-03-20 20:25:00,89,69.4,4,100
2016-03-20 20:30:00,97,69.8,4,100
2016-03-20 20:35:00,94,70.9,4,100
2016-03-20 20:40:00,85,69.8,4,100
2016-03-20 20:45:00,83,69.8,4,100
2016-03-20 20:50:00,81,70.4,4,100
2016-03-20 20:55:00,94,69.9,4,100
2016-03-20 21:00:00,94,70.0,4,100
2016-03-20 21:05:00,95,70.3,4,100
2016-03-20 21:10:00,74,69.3,4,100
2016-03-20 21:15:00,89,69.7,4,100
2016-03-20 21:20:00,67,70.4,4,100
2016-03-20 21:25:00,83,70.0,4,100
2016-03-20 21:30:00,65,70.3,4,100
2016-03-20 21:35:00,75,71.1,4,100
2016-03-20 21:40:00,79,69.7,4,100
2016-03-20 21:45:00,72,70.7,4,100
2016-03-20 21:50:00,85,71.6,4,100
2016-03-20 21:55:00,91,70.5,4,100
2016-03-20 22:00:00,100,69.9,4,100
2016-03-20 22:05:00,85,69.6,4,100
2016-03-20 22:10:00,101,70.3,4,100
2016-03-20 22:15:00,60,69.5,4,100
2016-03-20 22:20:00,66,70.7,4,100
2016-03-20 22:25:00,44,70.4,4,100
2016-03-20 22:30:00,49,70.1,4,100
2016-03-20 22:35:00,46,71.5,4,100
2016-03-20 22:40:00,44,69.9,4,100
2016-03-20 22:45:00,20,71.1,4,100
2016-03-20 22:50:00,46,69.0,4,100
2016-03-20 22:55:00,30,67.8,4,100
2016-03-20 23:00:00,34,68.6,4,100
2016-03-20 23:05:00,32,70.3,4,100
2016-03-20 23:10:00,22,70.1,4,100
2016-03-20 23:15:00,41,72.2,4,100
2016-03-20 23:20:00,18,70.7,4,100
2016-03-20 23:25:00,21,69.3,4,100
2016-03-20 23:30:00,31,69.9,4,100
2016-03-20 23:35:00,25,69.5,4,100
2016-03-20 23:40:00,30,70.5,4,100
2016-03-20 23:45:00,23,71.1,4,100
2016-03-20 23:50:00,22,70.2,4,100
2016-03-20 23:55:00,15,67.9,4,100
2016-03-21 00:00:00,23,71.2,4,100
2016-03-21 00:05:00,23,69.4,4,100
2016-03-21 00:10:00,8,66.8,4,100
2016-03-21 00:15:00,18,71.1,4,100
2016-03-21 00:20:00,13,69.1,4,100
2016-03-21 00:25:00,9,68.9,4,100
2016-03-21 00:30:00,5,70.4,4,100
2016-03-21 00:35:00,9,69.3,4,100
2016-03-21 00:40:00,13,71.5,4,100
2016-03-21 00:45:00,10,69.7,4,100
2016-03-21 00:50:00,11,68.7,4,100
2016-03-21 00:55:00,9,66.8,4,100
2016-03-21 01:00:00,11,70.7,4,100
2016-03-21 01:05:00,16,72.7,4,100
2016-03-21 01:10:00,9,65.2,4,100
2016-03-21 01:15:00,5,69.3,4,100
2016-03-21 01:20:00,2,68.8,4,100
2016-03-21 01:25:00,9,71.4,4,100
2016-03-21 01:30:00,1,67.2,4,100
2016-03-21 01:35:00,3,69.8,4,100
2016-03-21 01:40:00,4,65.7,4,100
2016-03-21 01:45:00,15,68.9,4,100
2016-03-21 01:50:00,7,66.3,4,100
2016-03-21 01:55:00,18,71.1,4,100
2016-03-21 02:00:00,2,62.8,4,100
2016-03-21 02:05:00,3,68.1,4,100
2016-03-21 02:10:00,4,70.7,4,100
2016-03-21 02:15:00,5,70.2,4,100
2016-03-21 02:20:00,4,63.7,4,100
2016-03-21 02:25:00,21,72.6,4,100
2016-03-21 02:30:00,3,68.2,4,100
2016-03-21 02:35:00,10,69.0,4,100
2016-03-21 02:40:00,3,69.1,4,100
2016-03-21 02:45:00,9,72.6,4,100
2016-03-21 02:50:00,2,65.1,4,100
2016-03-21 02:55:00,6,72.5,4,100
2016-03-21 03:00:00,6,67.7,4,100
2016-03-21 03:05:00,4,64.8,4,100
2016-03-21 03:10:00,7,68.1,4,100
2016-03-21 03:15:00,7,69.1,4,100
2016-03-21 03:20:00,12,72.7,4,100
2016-03-21 03:25:00,11,73.4,4,100
2016-03-21 03:30:00,7,69.4,4,100
2016-03-21 03:35:00,3,70.7,4,100
2016-03-21 03:40:00,14,69.3,4,100
2016-03-21 03:45:00,16,66.3,4,100
2016-03-21 03:50:00,9,68.1,4,100
2016-03-21 03:55:00,6,67.2,4,100
2016-03-21 04:00:00,17,69.3,4,100
2016-03-21 04:05:00,14,69.6,4,100
2016-03-21 04:10:00,6,69.0,4,100
2016-03-21 04:15:00,16,72.0,4,100
2016-03-21 04:20:00,21,71.3,4,100
2016-03-21 04:25:00,15,69.1,4,100
2016-03-21 04:30:00,18,70.9,4,100
2016-03-21 04:35:00,25,69.0,4,100
2016-03-21 04:40:00,35,69.5,4,100
2016-03-21 04:45:00,32,68.6,4,100
2016-03-21 04:50:00,44,69.5,4,100
2016-03-21 04:55:00,51,69.3,4,100
2016-03-21 05:00:00,29,69.2,4,100
2016-03-21 05:05:00,57,70.0,4,100
2016-03-21 05:10:00,46,69.3,4,100
2016-03-21 05:15:00,77,69.8,4,100
2016-03-21 05:20:00,75,70.3,4,100
2016-03-21 05:25:00,72,70.1,4,100
2016-03-21 05:30:00,121,69.8,4,100
2016-03-21 05:35:00,142,68.8,4,100
2016-03-21 05:40:00,167,69.8,4,100
2016-03-21 05:45:00,166,70.0,4,100
2016-03-21 05:50:00,146,70.0,4,100
2016-03-21 05:55:00,128,69.8,4,100
2016-03-21 06:00:00,188,70.4,4,100
2016-03-21 06:05:00,204,70.2,4,100
2016-03-21 06:10:00,214,70.2,4,100
2016-03-21 06:15:00,233,69.9,4,100
2016-03-21 06:20:00,268,69.9,4,100
2016-03-21 06:25:00,289,70.1,4,100
2016-03-21 06:30:00,298,69.1,4,100
2016-03-21 06:35:00,341,68.1,4,100
2016-03-21 06:40:00,328,67.7,4,100
2016-03-21 06:45:00,359,66.5,4,100
2016-03-21 06:50:00,359,66.9,4,100
2016-03-21 06:55:00,420,66.1,4,100
2016-03-21 07:00:00,399,63.6,4,100
2016-03-21 07:05:00,434,61.2,4,100
2016-03-21 07:10:00,500,60.0,4,100
2016-03-21 07:15:00,487,57.1,4,100
2016-03-21 07:20:00,491,56.6,4,100
2016-03-21 07:25:00,501,48.8,4,100
2016-03-21 07:30:00,477,46.9,4,100
2016-03-21 07:35:00,503,45.5,4,100
2016-03-21 07:40:00,526,43.7,4,100
2016-03-21 07:45:00,497,43.5,4,100
2016-03-21 07:50:00,500,41.8,4,100
2016-03-21 07:55:00,503,43.8,4,100
2016-03-21 08:00:00,497,47.7,4,100
2016-03-21 08:05:00,514,48.0,4,100
2016-03-21 08:10:00,472,43.4,4,100
2016-03-21 08:15:00,476,36.7,4,100
2016-03-21 08:20:00,387,32.8,4,100
2016-03-21 08:25:00,470,32.3,4,100
2016-03-21 08:30:00,459,31.6,4,100
2016-03-21 08:35:00,465,30.5,4,100
2016-03-21 08:40:00,474,29.8,4,100
2016-03-21 08:45:00,487,32.5,4,100
2016-03-21 08:50:00,437,33.9,4,100
2016-03-21 08:55:00,430,43.2,4,100
2016-03-21 09:00:00,433,52.8,4,100
2016-03-21 09:05:00,388,59.1,4,100
2016-03-21 09:10:00,405,61.4,4,100
2016-03-21 09:15:00,377,62.3,4,100
2016-03-21 09:20:00,382,63.4,4,100
2016-03-21 09:25:00,363,64.0,4,100
2016-03-21 09:30:00,388,63.7,4,100
2016-03-21 09:35:00,410,63.8,4,100
2016-03-21 09:40:00,385,64.5,4,100
2016-03-21 09:45:00,314,66.7,4,100
2016-03-21 09:50:00,273,67.3,4,100
2016-03-21 09:55:00,331,66.9,4,100
2016-03-21 10:00:00,296,67.9,4,100
2016-03-21 10:05:00,274,68.8,4,100
2016-03-21 10:10:00,297,68.6,4,100
2016-03-21 10:15:00,243,67.8,4,100
2016-03-21 10:20:00,242,68.8,4,100
2016-03-21 10:25:00,256,68.9,4,100
2016-03-21 10:30:00,223,69.3,4,100
2016-03-21 10:35:00,223,68.7,4,100
2016-03-21 10:40:00,205,69.1,4,100
2016-03-21 10:45:00,205,69.0,4,100
2016-03-21 10:50:00,174,68.5,4,100
2016-03-21 10:55:00,208,69.0,4,100
2016-03-21 11:00:00,159,69.3,4,100
2016-03-21 11:05:00,195,67.5,4,100
2016-03-21 11:10:00,162,68.7,4,100
2016-03-21 11:15:00,213,68.1,4,100
2016-03-21 11:20:00,181,67.9,4,100
2016-03-21 11:25:00,157,68.2,4,100
2016-03-21 11:30:00,174,68.3,4,100
2016-03-21 11:35:00,162,69.1,4,100
2016-03-21 11:40:00,183,68.8,4,100
2016-03-21 11:45:00,153,69.6,4,100
2016-03-21 11:50:00,180,68.7,4,100
2016-03-21 11:55:00,180,68.7,4,100
2016-03-21 12:00:00,166,68.2,4,100
2016-03-21 12:05:00,187,68.7,4,100
2016-03-21 12:10:00,171,68.8,4,100
2016-03-21 12:15:00,182,69.3,4,100
2016-03-21 12:20:00,213,70.3,4,100
2016-03-21 12:25:00,196,68.6,4,100
2016-03-21 12:30:00,162,68.8,4,100
2016-03-21 12:35:00,172,67.9,4,100
2016-03-21 12:40:00,149,67.4,4,100
2016-03-21 12:45:00,193,67.5,4,100
2016-03-21 12:50:00,168,68.1,4,100
2016-03-21 12:55:00,139,67.0,4,100
2016-03-21 13:00:00,142,67.7,4,100
2016-03-21 13:05:00,170,66.4,4,100
2016-03-21 13:10:00,120,67.8,4,100
2016-03-21 13:15:00,182,67.8,4,100
2016-03-21 13:20:00,174,67.3,4,100
2016-03-21 13:25:00,183,67.6,4,100
2016-03-21 13:30:00,136,68.6,4,100
2016-03-21 13:35:00,175,69.1,4,100
2016-03-21 13:40:00,140,68.5,4,100
2016-03-21 13:45:00,169,69.0,4,100
2016-03-21 13:50:00,177,68.3,4,100
2016-03-21 13:55:00,156,68.4,4,100
2016-03-21 14:00:00,165,67.9,4,100
2016-03-21 14:05:00,163,67.7,4,100
2016-03-21 14:10:00,192,66.0,4,100
2016-03-21 14:15:00,183,66.0,4,100
2016-03-21 14:20:00,202,66.5,4,100
2016-03-21 14:25:00,181,66.5,4,100
2016-03-21 14:30:00,159,66.6,4,100
2016-03-21 14:35:00,170,64.9,4,100
2016-03-21 14:40:00,181,62.4,4,100
2016-03-21 14:45:00,220,58.6,4,100
2016-03-21 14:50:00,229,58.7,4,100
2016-03-21 14:55:00,222,59.3,4,100
2016-03-21 15:00:00,183,61.0,4,100
2016-03-21 15:05:00,159,63.8,4,100
2016-03-21 15:10:00,203,64.0,4,100
2016-03-21 15:15:00,245,65.4,4,100
2016-03-21 15:20:00,239,66.6,4,100
2016-03-21 15:25:00,247,65.6,4,100
2016-03-21 15:30:00,201,66.0,4,100
2016-03-21 15:35:00,265,64.7,4,100
2016-03-21 15:40:00,284,52.0,4,100
2016-03-21 15:45:00,313,46.7,4,100
2016-03-21 15:50:00,295,44.4,4,100
2016-03-21 15:55:00,287,46.2,4,100
2016-03-21 16:00:00,245,53.4,4,100
2016-03-21 16:05:00,271,57.1,4,100
2016-03-21 16:10:00,260,59.6,4,100
2016-03-21 16:15:00,333,58.7,4,100
2016-03-21 16:20:00,307,59.7,4,100
2016-03-21 16:25:00,329,59.7,4,100
2016-03-21 16:30:00,311,60.2,4,100
2016-03-21 16:35:00,323,61.8,4,100
2016-03-21 16:40:00,326,61.8,4,100
2016-03-21 16:45:00,297,60.9,4,100
2016-03-21 16:50:00,322,61.1,4,100
2016-03-21 16:55:00,278,61.2,4,100
2016-03-21 17:00:00,266,61.7,4,100
2016-03-21 17:05:00,264,60.5,4,100
2016-03-21 17:10:00,241,63.1,4,100
2016-03-21 17:15:00,259,64.5,4,100
2016-03-21 17:20:00,316,63.4,4,100
2016-03-21 17:25:00,322,63.7,4,100
2016-03-21 17:30:00,346,63.1,4,100
2016-03-21 17:35:00,245,64.9,4,100
2016-03-21 17:40:00,303,65.6,4,100
2016-03-21 17:45:00,272,66.1,4,100
2016-03-21 17:50:00,310,65.5,4,100
2016-03-21 17:55:00,294,66.2,4,100
2016-03-21 18:00:00,265,67.3,4,100
2016-03-21 18:05:00,273,67.4,4,100
2016-03-21 18:10:00,255,68.6,4,100
2016-03-21 18:15:00,275,68.3,4,100
2016-03-21 18:20:00,243,69.0,4,100
2016-03-21 18:25:00,243,69.8,4,100
2016-03-21 18:30:00,270,69.7,4,100
2016-03-21 18:35:00,228,69.6,4,100
2016-03-21 18:40:00,245,70.1,4,100
2016-03-21 18:45:00,201,70.7,4,100
2016-03-21 18:50:00,233,70.5,4,100
2016-03-21 18:55:00,205,70.0,4,100
2016-03-21 19:00:00,177,70.9,4,100
2016-03-21 19:05:00,165,69.9,4,100
2016-03-21 19:10:00,163,70.4,4,100
2016-03-21 19:15:00,167,70.2,4,100
2016-03-21 19:20:00,156,70.6,4,100
2016-03-21 19:25:00,147,69.3,4,100
2016-03-21 19:30:00,166,68.8,4,100
2016-03-21 19:35:00,142,69.3,4,100
2016-03-21 19:40:00,121,68.3,4,100
2016-03-21 19:45:00,127,69.8,4,100
2016-03-21 19:50:00,132,68.5,4,100
2016-03-21 19:55:00,134,69.8,4,100
2016-03-21 20:00:00,110,68.8,4,100
2016-03-21 20:05:00,82,68.1,4,100
2016-03-21 20:10:00,110,69.0,4,100
2016-03-21 20:15:00,95,68.9,4,100
2016-03-21 20:20:00,112,70.2,4,100
2016-03-21 20:25:00,102,70.4,4,100
2016-03-21 20:30:00,112,69.0,4,100
2016-03-21 20:35:00,79,69.2,4,100
2016-03-21 20:40:00,82,69.3,4,100
2016-03-21 20:45:00,72,69.0,4,100
2016-03-21 20:50:00,89,70.3,4,100
2016-03-21 20:55:00,59,69.0,4,100
2016-03-21 21:00:00,71,68.7,4,100
2016-03-21 21:05:00,61,69.6,4,100
2016-03-21 21:10:00,83,70.0,4,100
2016-03-21 21:15:00,92,71.2,4,100
2016-03-21 21:20:00,78,69.7,4,100
2016-03-21 21:25:00,77,69.7,4,100
2016-03-21 21:30:00,72,70.9,4,100
2016-03-21 21:35:00,85,69.7,4,100
2016-03-21 21:40:00,67,69.4,4,100
2016-03-21 21:45:00,60,70.0,4,100
2016-03-21 21:50:00,69,70.1,4,100
2016-03-21 21:55:00,40,69.0,4,100
2016-03-21 22:00:00,50,68.7,4,100
2016-03-21 22:05:00,55,69.9,4,100
2016-03-21 22:10:00,50,68.5,4,100
2016-03-21 22:15:00,49,69.9,4,100
2016-03-21 22:20:00,45,70.9,4,100
2016-03-21 22:25:00,45,69.9,4,100
2016-03-21 22:30:00,33,68.7,4,100
2016-03-21 22:35:00,35,69.3,4,100
2016-03-21 22:40:00,27,69.2,4,100
2016-03-21 22:45:00,32,69.4,4,100
2016-03-21 22:50:00,17,68.4,4,100
2016-03-21 22:55:00,28,68.9,4,100
2016-03-21 23:00:00,30,68.4,4,100
2016-03-21 23:05:00,23,67.8,4,100
2016-03-21 23:10:00,22,69.7,4,100
2016-03-21 23:15:00,38,70.5,4,100
2016-03-21 23:20:00,25,70.3,4,100
2016-03-21 23:25:00,25,68.4,4,100
2016-03-21 23:30:00,21,69.0,4,100
2016-03-21 23:35:00,15,68.5,4,100
2016-03-21 23:40:00,28,68.9,4,100
2016-03-21 23:45:00,26,68.8,4,100
2016-03-21 23:50:00,21,70.4,4,100
2016-03-21 23:55:00,16,68.0,4,100
2016-03-22 00:00:00,14,70.1,4,100
2016-03-22 00:05:00,18,68.5,4,100
2016-03-22 00:10:00,11,70.1,4,100
2016-03-22 00:15:00,6,67.0,4,100
2016-03-22 00:20:00,8,69.9,4,100
2016-03-22 00:25:00,8,70.0,4,100
2016-03-22 00:30:00,20,72.7,4,100
2016-03-22 00:35:00,15,72.3,4,100
2016-03-22 00:40:00,9,65.3,4,100
2016-03-22 00:45:00,18,71.9,4,100
2016-03-22 00:50:00,5,70.2,4,100
2016-03-22 00:55:00,4,69.9,4,100
2016-03-22 01:00:00,11,71.7,4,100
2016-03-22 01:05:00,9,73.2,4,100
2016-03-22 01:10:00,1,74.8,4,100
2016-03-22 01:15:00,5,68.4,4,100
2016-03-22 01:20:00,7,65.8,4,100
2016-03-22 01:25:00,8,71.7,4,100
2016-03-22 01:30:00,4,71.0,4,100
2016-03-22 01:35:00,5,70.3,4,100
2016-03-22 01:40:00,12,74.7,4,100
2016-03-22 01:45:00,9,68.5,4,100
2016-03-22 01:50:00,7,71.3,4,100
2016-03-22 01:55:00,4,70.8,4,100
2016-03-22 02:00:00,3,64.9,4,100
2016-03-22 02:05:00,4,72.9,4,100
2016-03-22 02:10:00,4,65.5,4,100
2016-03-22 02:15:00,5,69.5,4,100
2016-03-22 02:20:00,3,67.1,4,100
2016-03-22 02:25:00,5,70.2,4,100
2016-03-22 02:30:00,3,70.7,4,100
2016-03-22 02:35:00,1,74.5,4,100
2016-03-22 02:40:00,6,71.7,4,100
2016-03-22 02:45:00,8,70.5,4,100
2016-03-22 02:50:00,10,68.9,4,100
2016-03-22 02:55:00,6,66.9,4,100
2016-03-22 03:00:00,4,69.1,4,100
2016-03-22 03:05:00,5,71.6,4,100
2016-03-22 03:10:00,5,67.3,4,100
2016-03-22 03:15:00,6,69.1,4,100
2016-03-22 03:20:00,5,68.6,4,100
2016-03-22 03:25:00,5,67.4,4,100
2016-03-22 03:30:00,1,67.5,4,100
2016-03-22 03:35:00,10,71.3,4,100
2016-03-22 03:40:00,8,69.8,4,100
2016-03-22 03:45:00,8,67.8,4,100
2016-03-22 03:50:00,13,70.0,4,100
2016-03-22 03:55:00,10,67.4,4,100
2016-03-22 04:00:00,2,67.5,4,100
2016-03-22 04:05:00,17,67.1,4,100
2016-03-22 04:10:00,10,71.1,4,100
2016-03-22 04:15:00,16,69.4,4,100
2016-03-22 04:20:00,10,68.8,4,100
2016-03-22 04:25:00,16,68.8,4,100
2016-03-22 04:30:00,15,70.4,4,100
2016-03-22 04:35:00,21,69.6,4,100
2016-03-22 04:40:00,29,70.6,4,100
2016-03-22 04:45:00,44,69.0,4,100
2016-03-22 04:50:00,40,71.0,4,100
2016-03-22 04:55:00,38,69.2,4,100
2016-03-22 05:00:00,49,70.0,4,100
2016-03-22 05:05:00,43,69.5,4,100
2016-03-22 05:10:00,57,69.6,4,100
2016-03-22 05:15:00,66,69.5,4,100
2016-03-22 05:20:00,59,68.9,4,100
2016-03-22 05:25:00,89,68.4,4,100
2016-03-22 05:30:00,115,67.6,4,100
2016-03-22 05:35:00,140,68.3,4,100
2016-03-22 05:40:00,167,67.8,4,100
2016-03-22 05:45:00,161,68.3,4,100
2016-03-22 05:50:00,105,68.6,4,100
2016-03-22 05:55:00,158,67.0,4,100
2016-03-22 06:00:00,193,66.3,4,100
2016-03-22 06:05:00,230,66.2,4,100
2016-03-22 06:10:00,217,67.0,4,100
2016-03-22 06:15:00,253,66.5,4,100
2016-03-22 06:20:00,253,66.9,4,100
2016-03-22 06:25:00,304,65.4,4,100
2016-03-22 06:30:00,318,65.7,4,100
2016-03-22 06:35:00,350,65.0,4,100
2016-03-22 06:40:00,345,64.7,4,100
2016-03-22 06:45:00,401,64.1,4,100
2016-03-22 06:50:00,459,63.0,4,100
2016-03-22 06:55:00,436,62.5,4,100
2016-03-22 07:00:00,436,60.6,4,100
2016-03-22 07:05:00,466,58.1,4,100
2016-03-22 07:10:00,500,48.2,4,100
2016-03-22 07:15:00,475,43.0,4,100
2016-03-22 07:20:00,534,40.2,4,100
2016-03-22 07:25:00,520,35.9,4,100
2016-03-22 07:30:00,487,33.6,4,100
2016-03-22 07:35:00,491,30.5,4,100
2016-03-22 07:40:00,500,29.0,4,100
2016-03-22 07:45:00,489,25.6,4,100
2016-03-22 07:50:00,469,25.4,4,100
2016-03-22 07:55:00,442,25.0,4,100
2016-03-22 08:00:00,505,26.5,4,100
2016-03-22 08:05:00,476,28.0,4,100
2016-03-22 08:10:00,500,27.6,4,100
2016-03-22 08:15:00,499,26.8,4,100
2016-03-22 08:20:00,469,25.4,4,100
2016-03-22 08:25:00,478,25.4,4,100
2016-03-22 08:30:00,446,24.9,4,100
2016-03-22 08:35:00,474,26.5,4,100
2016-03-22 08:40:00,465,26.1,4,100
2016-03-22 08:45:00,423,25.0,4,100
2016-03-22 08:50:00,416,24.7,4,100
2016-03-22 08:55:00,444,28.7,4,100
2016-03-22 09:00:00,507,33.8,4,100
2016-03-22 09:05:00,523,34.0,4,100
2016-03-22 09:10:00,466,31.4,4,100
2016-03-22 09:15:00,435,33.8,4,100
2016-03-22 09:20:00,462,42.5,4,100
2016-03-22 09:25:00,426,45.8,4,100
2016-03-22 09:30:00,421,47.1,4,100
2016-03-22 09:35:00,446,51.8,4,100
2016-03-22 09:40:00,419,55.1,4,100
2016-03-22 09:45:00,447,56.9,4,100
2016-03-22 09:50:00,439,57.4,4,100
2016-03-22 09:55:00,414,59.0,4,100
2016-03-22 10:00:00,392,60.2,4,100
2016-03-22 10:05:00,392,61.2,4,100
2016-03-22 10:10:00,417,61.9,4,100
2016-03-22 10:15:00,351,63.0,4,100
2016-03-22 10:20:00,329,63.8,4,100
2016-03-22 10:25:00,337,63.8,4,100
2016-03-22 10:30:00,298,64.9,4,100
2016-03-22 10:35:00,302,64.9,4,100
2016-03-22 10:40:00,285,66.2,4,100
2016-03-22 10:45:00,286,66.1,4,100
2016-03-22 10:50:00,239,66.9,4,100
2016-03-22 10:55:00,244,66.8,4,100
2016-03-22 11:00:00,230,68.0,4,100
2016-03-22 11:05:00,223,68.3,4,100
2016-03-22 11:10:00,209,68.2,4,100
2016-03-22 11:15:00,189,69.9,4,100
2016-03-22 11:20:00,177,70.5,4,100
2016-03-22 11:25:00,206,70.0,4,100
2016-03-22 11:30:00,199,70.0,4,100
2016-03-22 11:35:00,199,70.1,4,100
2016-03-22 11:40:00,211,70.4,4,100
2016-03-22 11:45:00,239,69.3,4,100
2016-03-22 11:50:00,208,68.2,4,100
2016-03-22 11:55:00,194,68.4,4,100
2016-03-22 12:00:00,202,69.1,4,100
2016-03-22 12:05:00,185,69.5,4,100
2016-03-22 12:10:00,197,69.6,4,100
2016-03-22 12:15:00,204,70.2,4,100
2016-03-22 12:20:00,191,69.7,4,100
2016-03-22 12:25:00,212,69.8,4,100
2016-03-22 12:30:00,222,69.2,4,100
2016-03-22 12:35:00,188,69.5,4,100
2016-03-22 12:40:00,195,70.2,4,100
2016-03-22 12:45:00,200,70.2,4,100
2016-03-22 12:50:00,176,69.7,4,100
2016-03-22 12:55:00,165,69.7,4,100
2016-03-22 13:00:00,165,69.7,4,100
2016-03-22 13:05:00,150,69.1,4,100
2016-03-22 13:10:00,156,69.1,4,100
2016-03-22 13:15:00,181,70.6,4,100
2016-03-22 13:20:00,155,70.5,4,100
2016-03-22 13:25:00,171,70.5,4,100
2016-03-22 13:30:00,183,68.0,4,100
2016-03-22 13:35:00,194,70.0,4,100
2016-03-22 13:40:00,184,68.2,4,100
2016-03-22 13:45:00,173,68.5,4,100
2016-03-22 13:50:00,174,69.2,4,100
2016-03-22 13:55:00,218,68.4,4,100
2016-03-22 14:00:00,173,68.4,4,100
2016-03-22 14:05:00,194,68.9,4,100
2016-03-22 14:10:00,185,69.4,4,100
2016-03-22 14:15:00,220,67.5,4,100
